Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
2.095;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.9)(0.00, 0.00, 0.00);0
2.130;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.9)(0.00, 0.00, 0.00);0
2.142;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 5.0)(0.00, 0.00, 0.00);0
2.155;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 5.1)(0.00, 0.00, 0.00);0
2.171;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 5.1)(0.00, 0.00, 0.00);0
2.188;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 5.2)(0.00, 0.00, 0.00);0
2.202;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 5.2)(0.00, 0.00, 0.00);0
2.216;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.2, 0.0, 5.3)(0.00, 0.00, 0.00);0
2.228;0;-36.36707;0;0;(0.00, 1.60, 0.00);(-1.2, 0.0, 5.3)(0.00, 0.00, 0.00);0
2.241;0;-36.82829;0;0;(0.00, 1.60, 0.00);(-1.2, 0.0, 5.3)(0.00, 0.00, 0.00);0
2.254;0;-37.34132;0;0;(0.00, 1.60, 0.00);(-1.2, 0.0, 5.4)(0.00, 0.00, 0.00);0
2.286;0;-37.86263;0;0;(0.00, 1.60, 0.00);(-1.3, 0.0, 5.4)(0.00, 0.00, 0.00);0
2.299;0;-39.18596;0;0;(0.00, 1.60, 0.00);(-1.3, 0.0, 5.5)(0.00, 0.00, 0.00);0
2.311;0;-39.7597;0;0;(0.00, 1.60, 0.00);(-1.3, 0.0, 5.5)(0.00, 0.00, 0.00);0
2.324;0;-40.2587;0;0;(0.00, 1.60, 0.00);(-1.4, 0.0, 5.6)(0.00, 0.00, 0.00);0
2.338;0;-40.85721;0;0;(0.00, 1.60, 0.00);(-1.4, 0.0, 5.6)(0.00, 0.00, 0.00);0
