Timestamp;Total_Angles_x;Total_Angles_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
19.42972;11.83102;6.947696;(0.020, 1.648, 0.520);(-0.132, -0.012, 0.023, 0.991);
19.45844;11.20696;6.331947;(0.020, 1.648, 0.520);(-0.131, -0.013, 0.020, 0.991);
19.48824;10.75874;5.73893;(0.020, 1.648, 0.521);(-0.129, -0.016, 0.016, 0.991);
19.51608;10.10123;5.203423;(0.020, 1.648, 0.521);(-0.127, -0.019, 0.013, 0.992);
19.54438;9.105424;4.790435;(0.019, 1.649, 0.521);(-0.126, -0.023, 0.012, 0.992);
19.57224;8.145702;4.416257;(0.020, 1.649, 0.521);(-0.125, -0.026, 0.011, 0.992);
19.60168;7.339949;4.017907;(0.020, 1.649, 0.520);(-0.123, -0.029, 0.011, 0.992);
19.63165;6.706184;3.674218;(0.020, 1.650, 0.520);(-0.122, -0.030, 0.011, 0.992);
19.65946;6.315347;3.343446;(0.020, 1.650, 0.519);(-0.121, -0.031, 0.011, 0.992);
19.68886;6.141475;3.074125;(0.019, 1.651, 0.519);(-0.120, -0.032, 0.010, 0.992);
19.73020;5.88781;2.914039;(0.018, 1.651, 0.518);(-0.120, -0.034, 0.010, 0.992);
19.75926;5.435906;2.804886;(0.017, 1.651, 0.518);(-0.119, -0.037, 0.011, 0.992);
19.78740;4.660959;2.673398;(0.016, 1.651, 0.518);(-0.119, -0.038, 0.011, 0.992);
19.81652;4.397377;2.586565;(0.015, 1.651, 0.518);(-0.119, -0.039, 0.011, 0.992);
19.84483;4.201289;2.533433;(0.014, 1.651, 0.518);(-0.119, -0.039, 0.011, 0.992);
19.87769;4.199991;2.649519;(0.012, 1.651, 0.518);(-0.120, -0.040, 0.013, 0.992);
20.01847;4.146427;2.867553;(0.010, 1.651, 0.519);(-0.121, -0.040, 0.014, 0.992);
20.07543;4.468984;3.182698;(0.003, 1.651, 0.521);(-0.126, -0.038, 0.021, 0.991);
20.11617;4.805702;4.71796;(0.000, 1.651, 0.522);(-0.128, -0.038, 0.022, 0.991);
20.14495;4.607181;5.132163;(-0.001, 1.650, 0.523);(-0.129, -0.039, 0.022, 0.991);
20.17215;4.340127;5.441345;(-0.002, 1.650, 0.523);(-0.130, -0.040, 0.021, 0.991);
20.20138;4.115276;5.523533;(-0.003, 1.650, 0.523);(-0.130, -0.041, 0.021, 0.990);
20.22944;3.932163;5.52216;(-0.003, 1.650, 0.523);(-0.130, -0.041, 0.021, 0.990);
20.25831;3.71737;5.514073;(-0.003, 1.650, 0.522);(-0.130, -0.042, 0.021, 0.990);
20.28757;3.516944;5.462143;(-0.003, 1.650, 0.522);(-0.129, -0.043, 0.021, 0.990);
20.31636;3.373221;5.402215;(-0.003, 1.651, 0.520);(-0.129, -0.044, 0.022, 0.990);
20.36164;3.183335;5.437759;(-0.004, 1.652, 0.518);(-0.129, -0.045, 0.022, 0.990);
20.40122;2.935552;5.457307;(-0.003, 1.652, 0.516);(-0.129, -0.046, 0.022, 0.990);
20.43026;2.603394;5.540356;(-0.001, 1.651, 0.518);(-0.129, -0.047, 0.022, 0.990);
20.45841;2.359687;5.47228;(-0.001, 1.651, 0.518);(-0.129, -0.048, 0.021, 0.990);
20.48752;2.083989;5.461631;(0.001, 1.651, 0.519);(-0.129, -0.049, 0.020, 0.990);
20.51524;1.818813;5.397741;(0.002, 1.650, 0.519);(-0.128, -0.049, 0.018, 0.990);
20.54430;1.602811;5.152988;(0.003, 1.650, 0.519);(-0.127, -0.050, 0.017, 0.990);
20.57274;1.462143;4.861408;(0.006, 1.650, 0.519);(-0.127, -0.050, 0.015, 0.991);
20.60149;1.376025;4.631948;(0.007, 1.649, 0.519);(-0.126, -0.051, 0.014, 0.991);
20.62991;1.184518;4.473938;(0.008, 1.649, 0.519);(-0.126, -0.051, 0.013, 0.991);
20.65719;0.9853669;4.387092;(0.009, 1.649, 0.520);(-0.126, -0.052, 0.011, 0.991);
20.68859;0.8008837;4.377161;(0.010, 1.649, 0.520);(-0.126, -0.053, 0.010, 0.991);
20.71575;0.572909;4.434015;(0.010, 1.649, 0.520);(-0.127, -0.054, 0.008, 0.990);
20.74474;0.314312;4.472203;(0.010, 1.650, 0.519);(-0.127, -0.054, 0.007, 0.990);
20.77188;0.1872956;4.450401;(0.011, 1.651, 0.516);(-0.127, -0.054, 0.005, 0.990);
20.80123;0.1011925;4.441419;(0.011, 1.651, 0.514);(-0.126, -0.054, 0.004, 0.990);
20.83153;0.06654109;4.379053;(0.011, 1.652, 0.513);(-0.126, -0.054, 0.003, 0.991);
20.87343;0.1715932;4.277871;(0.012, 1.652, 0.512);(-0.125, -0.053, 0.002, 0.991);
20.90051;0.3580998;4.209603;(0.013, 1.651, 0.514);(-0.125, -0.052, 0.001, 0.991);
20.93052;0.7055579;4.072384;(0.013, 1.651, 0.515);(-0.125, -0.051, 0.001, 0.991);
20.95821;0.9699413;4.006938;(0.013, 1.650, 0.516);(-0.125, -0.050, 0.000, 0.991);
20.98802;1.155974;3.970041;(0.013, 1.651, 0.516);(-0.125, -0.049, 0.000, 0.991);
21.01593;1.281187;3.977001;(0.012, 1.651, 0.516);(-0.125, -0.049, -0.001, 0.991);
