Timestamp;Main Camera (1)_position;Main Camera (1)_orientation;messages;
1.51149;Origin: (-0.067, 1.428, 0.570), Dir: (-0.353, -0.461, 0.814);Origin: (-0.129, 1.428, 0.561), Dir: (-0.493, -0.306, 0.814);(-0.098, 1.428, 0.565);(0.161, -0.064, 0.015, 0.985);
1.53812;Origin: (-0.062, 1.431, 0.568), Dir: (-0.309, -0.457, 0.834);Origin: (-0.125, 1.429, 0.562), Dir: (-0.453, -0.305, 0.838);(-0.093, 1.430, 0.565);(0.155, -0.042, 0.022, 0.987);
1.56718;Origin: (-0.056, 1.434, 0.565), Dir: (-0.257, -0.446, 0.857);Origin: (-0.119, 1.431, 0.562), Dir: (-0.403, -0.297, 0.866);(-0.087, 1.433, 0.564);(0.147, -0.015, 0.029, 0.989);
1.59399;Origin: (-0.051, 1.439, 0.560), Dir: (-0.208, -0.425, 0.881);Origin: (-0.113, 1.435, 0.561), Dir: (-0.357, -0.278, 0.892);(-0.082, 1.437, 0.561);(0.133, 0.010, 0.034, 0.990);
1.62343;Origin: (-0.047, 1.446, 0.554), Dir: (-0.171, -0.388, 0.905);Origin: (-0.109, 1.441, 0.557), Dir: (-0.321, -0.243, 0.915);(-0.078, 1.444, 0.556);(0.112, 0.029, 0.038, 0.993);
1.65580;Origin: (-0.043, 1.454, 0.547), Dir: (-0.134, -0.345, 0.929);Origin: (-0.105, 1.448, 0.553), Dir: (-0.286, -0.200, 0.937);(-0.074, 1.451, 0.550);(0.088, 0.048, 0.040, 0.994);
1.69540;Origin: (-0.040, 1.462, 0.538), Dir: (-0.085, -0.293, 0.952);Origin: (-0.102, 1.456, 0.546), Dir: (-0.239, -0.151, 0.959);(-0.071, 1.459, 0.542);(0.059, 0.073, 0.048, 0.994);
1.72372;Origin: (-0.037, 1.465, 0.534), Dir: (-0.047, -0.278, 0.959);Origin: (-0.099, 1.458, 0.545), Dir: (-0.203, -0.139, 0.969);(-0.068, 1.461, 0.540);(0.051, 0.091, 0.055, 0.993);
1.75312;Origin: (-0.037, 1.471, 0.527), Dir: (-0.015, -0.236, 0.972);Origin: (-0.098, 1.463, 0.540), Dir: (-0.174, -0.099, 0.980);(-0.067, 1.467, 0.533);(0.029, 0.106, 0.061, 0.992);
1.78188;Origin: (-0.036, 1.479, 0.517), Dir: (0.016, -0.181, 0.983);Origin: (-0.096, 1.470, 0.532), Dir: (-0.144, -0.047, 0.988);(-0.066, 1.474, 0.525);(-0.002, -0.123, -0.066, -0.990);
1.80858;Origin: (-0.034, 1.481, 0.512), Dir: (0.041, -0.158, 0.987);Origin: (-0.094, 1.473, 0.529), Dir: (-0.120, -0.025, 0.992);(-0.064, 1.477, 0.521);(0.010, -0.135, -0.068, -0.988);
1.84020;Origin: (-0.034, 1.480, 0.514), Dir: (0.046, -0.168, 0.985);Origin: (-0.094, 1.472, 0.531), Dir: (-0.116, -0.036, 0.993);(-0.064, 1.476, 0.523);(0.004, -0.137, -0.071, -0.988);
1.86713;Origin: (-0.035, 1.479, 0.516), Dir: (0.035, -0.181, 0.983);Origin: (-0.096, 1.470, 0.533), Dir: (-0.127, -0.048, 0.991);(-0.065, 1.475, 0.524);(-0.001, -0.131, -0.071, -0.989);
1.89565;Origin: (-0.035, 1.479, 0.516), Dir: (0.029, -0.180, 0.983);Origin: (-0.096, 1.470, 0.532), Dir: (-0.133, -0.046, 0.990);(-0.066, 1.475, 0.524);(-0.001, -0.128, -0.069, -0.989);
1.92386;Origin: (-0.035, 1.481, 0.514), Dir: (0.037, -0.164, 0.986);Origin: (-0.095, 1.472, 0.530), Dir: (-0.124, -0.031, 0.992);(-0.065, 1.477, 0.522);(0.007, -0.133, -0.070, -0.989);
1.95341;Origin: (-0.033, 1.482, 0.510), Dir: (0.044, -0.145, 0.988);Origin: (-0.093, 1.475, 0.528), Dir: (-0.116, -0.011, 0.993);(-0.063, 1.479, 0.519);(0.015, -0.138, -0.064, -0.988);
1.98168;Origin: (-0.029, 1.483, 0.508), Dir: (0.045, -0.134, 0.990);Origin: (-0.090, 1.477, 0.526), Dir: (-0.113, 0.004, 0.994);(-0.059, 1.480, 0.517);(0.020, -0.140, -0.053, -0.989);
2.00947;Origin: (-0.027, 1.483, 0.506), Dir: (0.040, -0.123, 0.992);Origin: (-0.088, 1.478, 0.524), Dir: (-0.116, 0.017, 0.993);(-0.058, 1.481, 0.515);(0.025, -0.139, -0.046, -0.989);
2.04231;Origin: (-0.026, 1.485, 0.504), Dir: (0.031, -0.105, 0.994);Origin: (-0.087, 1.480, 0.521), Dir: (-0.123, 0.037, 0.992);(-0.056, 1.483, 0.512);(0.034, -0.136, -0.038, -0.989);
2.08180;Origin: (-0.023, 1.488, 0.497), Dir: (0.029, -0.062, 0.998);Origin: (-0.084, 1.486, 0.514), Dir: (-0.123, 0.082, 0.989);(-0.054, 1.487, 0.505);(0.054, -0.136, -0.026, -0.989);
2.10903;Origin: (-0.021, 1.490, 0.491), Dir: (0.035, -0.029, 0.999);Origin: (-0.081, 1.489, 0.508), Dir: (-0.115, 0.117, 0.986);(-0.051, 1.490, 0.500);(0.070, -0.140, -0.019, -0.987);
2.13930;Origin: (-0.020, 1.492, 0.486), Dir: (0.034, 0.002, 0.999);Origin: (-0.080, 1.492, 0.503), Dir: (-0.115, 0.148, 0.982);(-0.050, 1.492, 0.495);(0.084, -0.141, -0.013, -0.986);
2.17021;Origin: (-0.020, 1.494, 0.482), Dir: (0.021, 0.029, 0.999);Origin: (-0.080, 1.495, 0.499), Dir: (-0.126, 0.175, 0.976);(-0.050, 1.495, 0.490);(0.097, -0.135, -0.007, -0.986);
2.19390;Origin: (-0.020, 1.496, 0.478), Dir: (0.009, 0.058, 0.998);Origin: (-0.081, 1.498, 0.494), Dir: (-0.138, 0.204, 0.969);(-0.051, 1.497, 0.486);(0.112, -0.129, -0.003, -0.985);
2.22315;Origin: (-0.021, 1.499, 0.473), Dir: (-0.001, 0.090, 0.996);Origin: (-0.082, 1.500, 0.488), Dir: (-0.148, 0.235, 0.961);(-0.052, 1.499, 0.480);(0.128, -0.124, -0.002, -0.984);
2.25221;Origin: (-0.023, 1.501, 0.468), Dir: (-0.011, 0.116, 0.993);Origin: (-0.084, 1.502, 0.483), Dir: (-0.158, 0.259, 0.953);(-0.053, 1.501, 0.476);(0.141, -0.119, -0.002, -0.983);
2.27957;Origin: (-0.025, 1.502, 0.467), Dir: (-0.029, 0.129, 0.991);Origin: (-0.086, 1.503, 0.481), Dir: (-0.177, 0.271, 0.946);(-0.056, 1.502, 0.474);(0.148, -0.110, -0.003, -0.983);
2.31007;Origin: (-0.028, 1.503, 0.466), Dir: (-0.061, 0.144, 0.988);Origin: (-0.090, 1.504, 0.478), Dir: (-0.208, 0.283, 0.936);(-0.059, 1.504, 0.472);(0.156, -0.094, -0.004, -0.983);
2.33727;Origin: (-0.035, 1.506, 0.462), Dir: (-0.104, 0.172, 0.979);Origin: (-0.097, 1.506, 0.471), Dir: (-0.252, 0.307, 0.918);(-0.066, 1.506, 0.467);(0.172, -0.072, -0.011, -0.982);
2.36638;Origin: (-0.042, 1.508, 0.459), Dir: (-0.153, 0.195, 0.969);Origin: (-0.105, 1.507, 0.465), Dir: (-0.301, 0.323, 0.897);(-0.074, 1.508, 0.462);(0.186, -0.048, -0.019, -0.981);
2.39590;Origin: (-0.047, 1.510, 0.455), Dir: (-0.189, 0.217, 0.958);Origin: (-0.110, 1.508, 0.459), Dir: (-0.338, 0.341, 0.877);(-0.079, 1.509, 0.457);(0.200, -0.030, -0.024, -0.979);
2.42300;Origin: (-0.051, 1.512, 0.450), Dir: (-0.212, 0.242, 0.947);Origin: (-0.113, 1.509, 0.453), Dir: (-0.360, 0.362, 0.860);(-0.082, 1.510, 0.452);(0.214, -0.019, -0.028, -0.976);
2.45129;Origin: (-0.052, 1.513, 0.446), Dir: (-0.228, 0.264, 0.937);Origin: (-0.115, 1.510, 0.448), Dir: (-0.375, 0.381, 0.845);(-0.084, 1.511, 0.447);(0.227, -0.011, -0.029, -0.973);
2.48078;Origin: (-0.047, 1.514, 0.437), Dir: (-0.211, 0.310, 0.927);Origin: (-0.110, 1.513, 0.440), Dir: (-0.356, 0.427, 0.831);(-0.078, 1.513, 0.439);(0.248, -0.020, -0.017, -0.969);
2.50775;Origin: (-0.043, 1.515, 0.429), Dir: (-0.188, 0.350, 0.918);Origin: (-0.106, 1.514, 0.434), Dir: (-0.333, 0.465, 0.820);(-0.075, 1.514, 0.431);(0.266, -0.031, -0.011, -0.963);
2.53786;Origin: (-0.042, 1.515, 0.426), Dir: (-0.172, 0.363, 0.916);Origin: (-0.104, 1.515, 0.431), Dir: (-0.317, 0.478, 0.819);(-0.073, 1.515, 0.429);(0.272, -0.040, -0.009, -0.961);
2.56588;Origin: (-0.041, 1.515, 0.425), Dir: (-0.174, 0.370, 0.913);Origin: (-0.104, 1.515, 0.430), Dir: (-0.319, 0.484, 0.815);(-0.072, 1.515, 0.428);(0.275, -0.038, -0.007, -0.961);
2.59688;Origin: (-0.041, 1.515, 0.426), Dir: (-0.187, 0.369, 0.910);Origin: (-0.104, 1.515, 0.430), Dir: (-0.331, 0.484, 0.810);(-0.073, 1.515, 0.428);(0.275, -0.031, -0.005, -0.961);
2.62255;Origin: (-0.042, 1.515, 0.424), Dir: (-0.198, 0.380, 0.904);Origin: (-0.105, 1.515, 0.427), Dir: (-0.341, 0.493, 0.801);(-0.073, 1.515, 0.426);(0.281, -0.026, -0.004, -0.959);
2.65064;Origin: (-0.041, 1.515, 0.422), Dir: (-0.201, 0.393, 0.898);Origin: (-0.104, 1.516, 0.424), Dir: (-0.342, 0.506, 0.792);(-0.072, 1.515, 0.423);(0.287, -0.024, 0.000, -0.958);
2.68017;Origin: (-0.038, 1.515, 0.419), Dir: (-0.191, 0.407, 0.893);Origin: (-0.101, 1.516, 0.422), Dir: (-0.331, 0.520, 0.787);(-0.069, 1.515, 0.421);(0.293, -0.028, 0.007, -0.956);
2.70912;Origin: (-0.035, 1.514, 0.414), Dir: (-0.182, 0.434, 0.882);Origin: (-0.098, 1.517, 0.417), Dir: (-0.321, 0.547, 0.773);(-0.066, 1.516, 0.415);(0.306, -0.031, 0.014, -0.952);
2.75621;Origin: (-0.030, 1.513, 0.405), Dir: (-0.147, 0.475, 0.867);Origin: (-0.093, 1.518, 0.409), Dir: (-0.285, 0.587, 0.758);(-0.061, 1.516, 0.407);(0.325, -0.048, 0.023, -0.944);
2.78544;Origin: (-0.028, 1.513, 0.399), Dir: (-0.121, 0.497, 0.859);Origin: (-0.090, 1.518, 0.405), Dir: (-0.261, 0.608, 0.750);(-0.059, 1.515, 0.402);(0.336, -0.060, 0.026, -0.939);
2.81242;Origin: (-0.027, 1.512, 0.397), Dir: (-0.105, 0.502, 0.858);Origin: (-0.090, 1.518, 0.404), Dir: (-0.246, 0.613, 0.751);(-0.058, 1.515, 0.401);(0.339, -0.069, 0.024, -0.938);
2.83987;Origin: (-0.028, 1.513, 0.398), Dir: (-0.099, 0.496, 0.863);Origin: (-0.090, 1.518, 0.406), Dir: (-0.241, 0.607, 0.757);(-0.059, 1.515, 0.402);(0.336, -0.072, 0.022, -0.939);
2.86870;Origin: (-0.028, 1.513, 0.401), Dir: (-0.106, 0.484, 0.868);Origin: (-0.091, 1.518, 0.408), Dir: (-0.249, 0.596, 0.763);(-0.059, 1.516, 0.405);(0.330, -0.069, 0.021, -0.941);
2.89723;Origin: (-0.029, 1.513, 0.403), Dir: (-0.119, 0.475, 0.872);Origin: (-0.091, 1.518, 0.410), Dir: (-0.260, 0.587, 0.766);(-0.060, 1.516, 0.407);(0.325, -0.063, 0.020, -0.943);
2.92749;Origin: (-0.029, 1.513, 0.407), Dir: (-0.128, 0.460, 0.878);Origin: (-0.091, 1.518, 0.413), Dir: (-0.268, 0.575, 0.773);(-0.060, 1.516, 0.410);(0.317, -0.058, 0.022, -0.946);
2.95284;Origin: (-0.028, 1.513, 0.409), Dir: (-0.128, 0.452, 0.883);Origin: (-0.091, 1.518, 0.415), Dir: (-0.268, 0.568, 0.778);(-0.059, 1.515, 0.412);(0.312, -0.057, 0.024, -0.948);
2.98494;Origin: (-0.027, 1.512, 0.410), Dir: (-0.119, 0.449, 0.885);Origin: (-0.089, 1.518, 0.416), Dir: (-0.258, 0.567, 0.782);(-0.058, 1.515, 0.413);(0.310, -0.062, 0.027, -0.948);
3.01350;Origin: (-0.025, 1.512, 0.409), Dir: (-0.116, 0.453, 0.884);Origin: (-0.087, 1.518, 0.415), Dir: (-0.254, 0.572, 0.780);(-0.056, 1.515, 0.412);(0.311, -0.062, 0.032, -0.948);
3.04850;Origin: (-0.022, 1.511, 0.409), Dir: (-0.118, 0.456, 0.882);Origin: (-0.085, 1.518, 0.415), Dir: (-0.253, 0.577, 0.777);(-0.053, 1.515, 0.412);(0.311, -0.060, 0.040, -0.948);
3.08230;Origin: (-0.020, 1.510, 0.412), Dir: (-0.127, 0.448, 0.885);Origin: (-0.082, 1.518, 0.417), Dir: (-0.259, 0.571, 0.779);(-0.051, 1.514, 0.415);(0.305, -0.054, 0.049, -0.950);
3.11090;Origin: (-0.019, 1.510, 0.415), Dir: (-0.138, 0.442, 0.886);Origin: (-0.081, 1.518, 0.418), Dir: (-0.268, 0.567, 0.779);(-0.050, 1.514, 0.416);(0.301, -0.048, 0.053, -0.951);
3.14060;Origin: (-0.019, 1.510, 0.417), Dir: (-0.151, 0.432, 0.889);Origin: (-0.081, 1.518, 0.420), Dir: (-0.279, 0.559, 0.781);(-0.050, 1.514, 0.419);(0.296, -0.041, 0.055, -0.953);
3.16856;Origin: (-0.020, 1.510, 0.420), Dir: (-0.164, 0.422, 0.892);Origin: (-0.082, 1.518, 0.422), Dir: (-0.291, 0.549, 0.784);(-0.051, 1.514, 0.421);(0.290, -0.035, 0.055, -0.955);
3.19813;Origin: (-0.022, 1.511, 0.422), Dir: (-0.175, 0.415, 0.893);Origin: (-0.085, 1.518, 0.423), Dir: (-0.302, 0.541, 0.785);(-0.053, 1.514, 0.423);(0.287, -0.030, 0.051, -0.956);
3.22694;Origin: (-0.024, 1.511, 0.423), Dir: (-0.182, 0.409, 0.894);Origin: (-0.087, 1.518, 0.424), Dir: (-0.310, 0.534, 0.787);(-0.055, 1.514, 0.424);(0.285, -0.027, 0.046, -0.957);
3.25354;Origin: (-0.025, 1.511, 0.424), Dir: (-0.187, 0.400, 0.897);Origin: (-0.088, 1.517, 0.426), Dir: (-0.315, 0.526, 0.790);(-0.056, 1.514, 0.425);(0.281, -0.025, 0.044, -0.958);
3.28265;Origin: (-0.026, 1.511, 0.427), Dir: (-0.195, 0.388, 0.901);Origin: (-0.088, 1.517, 0.428), Dir: (-0.323, 0.515, 0.794);(-0.057, 1.514, 0.428);(0.274, -0.021, 0.044, -0.960);
3.31394;Origin: (-0.028, 1.511, 0.431), Dir: (-0.207, 0.369, 0.906);Origin: (-0.091, 1.516, 0.432), Dir: (-0.336, 0.496, 0.801);(-0.059, 1.514, 0.432);(0.265, -0.016, 0.040, -0.963);
3.34089;Origin: (-0.031, 1.511, 0.436), Dir: (-0.219, 0.344, 0.913);Origin: (-0.094, 1.515, 0.436), Dir: (-0.349, 0.472, 0.810);(-0.062, 1.513, 0.436);(0.254, -0.011, 0.033, -0.967);
3.36818;Origin: (-0.034, 1.511, 0.440), Dir: (-0.230, 0.322, 0.918);Origin: (-0.097, 1.514, 0.440), Dir: (-0.361, 0.450, 0.817);(-0.065, 1.513, 0.440);(0.244, -0.006, 0.027, -0.969);
3.39746;Origin: (-0.036, 1.511, 0.443), Dir: (-0.240, 0.309, 0.920);Origin: (-0.099, 1.514, 0.442), Dir: (-0.371, 0.436, 0.820);(-0.067, 1.512, 0.443);(0.238, -0.002, 0.023, -0.971);
3.42759;Origin: (-0.037, 1.511, 0.445), Dir: (-0.248, 0.299, 0.922);Origin: (-0.100, 1.513, 0.444), Dir: (-0.379, 0.427, 0.821);(-0.068, 1.512, 0.444);(0.233, 0.002, 0.023, -0.972);
3.45326;Origin: (-0.036, 1.510, 0.447), Dir: (-0.254, 0.293, 0.922);Origin: (-0.099, 1.513, 0.445), Dir: (-0.383, 0.423, 0.821);(-0.067, 1.512, 0.446);(0.229, 0.005, 0.027, -0.973);
3.48302;Origin: (-0.034, 1.510, 0.446), Dir: (-0.246, 0.297, 0.923);Origin: (-0.097, 1.514, 0.445), Dir: (-0.375, 0.429, 0.822);(-0.065, 1.512, 0.446);(0.230, 0.002, 0.031, -0.973);
3.51228;Origin: (-0.033, 1.510, 0.444), Dir: (-0.229, 0.305, 0.924);Origin: (-0.096, 1.514, 0.444), Dir: (-0.359, 0.436, 0.825);(-0.064, 1.512, 0.444);(0.234, -0.007, 0.030, -0.972);
3.53811;Origin: (-0.033, 1.510, 0.443), Dir: (-0.216, 0.307, 0.927);Origin: (-0.096, 1.514, 0.444), Dir: (-0.348, 0.437, 0.829);(-0.064, 1.512, 0.443);(0.236, -0.014, 0.027, -0.971);
3.56701;Origin: (-0.034, 1.510, 0.444), Dir: (-0.211, 0.297, 0.931);Origin: (-0.096, 1.513, 0.446), Dir: (-0.345, 0.427, 0.836);(-0.065, 1.512, 0.445);(0.231, -0.017, 0.023, -0.972);
3.59884;Origin: (-0.035, 1.509, 0.449), Dir: (-0.219, 0.272, 0.937);Origin: (-0.098, 1.512, 0.450), Dir: (-0.353, 0.403, 0.844);(-0.067, 1.511, 0.450);(0.219, -0.013, 0.020, -0.975);
3.62241;Origin: (-0.038, 1.509, 0.454), Dir: (-0.230, 0.248, 0.941);Origin: (-0.100, 1.511, 0.454), Dir: (-0.364, 0.380, 0.850);(-0.069, 1.510, 0.454);(0.208, -0.008, 0.015, -0.978);
3.65215;Origin: (-0.040, 1.509, 0.455), Dir: (-0.246, 0.241, 0.939);Origin: (-0.103, 1.510, 0.455), Dir: (-0.381, 0.372, 0.847);(-0.072, 1.510, 0.455);(0.206, 0.000, 0.011, -0.979);
3.67790;Origin: (-0.042, 1.509, 0.456), Dir: (-0.262, 0.240, 0.935);Origin: (-0.105, 1.510, 0.454), Dir: (-0.396, 0.370, 0.841);(-0.073, 1.510, 0.455);(0.205, 0.008, 0.011, -0.979);
3.70825;Origin: (-0.044, 1.509, 0.457), Dir: (-0.276, 0.235, 0.932);Origin: (-0.107, 1.510, 0.455), Dir: (-0.409, 0.365, 0.837);(-0.075, 1.509, 0.456);(0.203, 0.015, 0.010, -0.979);
3.75111;Origin: (-0.045, 1.509, 0.459), Dir: (-0.288, 0.224, 0.931);Origin: (-0.108, 1.509, 0.456), Dir: (-0.421, 0.354, 0.835);(-0.077, 1.509, 0.458);(0.199, 0.022, 0.008, -0.980);
3.78009;Origin: (-0.046, 1.508, 0.461), Dir: (-0.294, 0.214, 0.932);Origin: (-0.109, 1.509, 0.458), Dir: (-0.427, 0.344, 0.836);(-0.078, 1.508, 0.459);(0.194, 0.025, 0.006, -0.981);
